username,orig_sentence,cleaned_sentence,category,sub-category
tweets_srinuMB18,"Gujarat model means the country's most Beautiful river front and Delhi model means most polluted river in the country 
#KapilExposesKejriwal",gujarat model mean countrys beautiful river front delhi model mean pollute river country,negative,criticism
tweets_wtfaakriti,"It's just so disgusting to see these political leaders doing such fraudulent things with public
#KapilExposesKejriwal",disgust see political leader fraudulent thing public,negative,criticism
tweets_Baadshah555,"This is the bad news
Have been looking

#KapilExposesKejriwal",bad news look,negative,criticism
tweets_YashRajput_2,"Now Kejriwal's all scandal exposed by KapilMishra ji. We don't tolerate this kind of behaviour.
 
#KapilExposesKejriwal",kejriwals scandal expose kapilmishra ji dont tolerate kind behaviour,negative,criticism
tweets_Devil_Pranu_7,"This Is Big Exposition Of Arvind
Kejriwal. Kapil Did This Work.
This Is Very Big Thing For Anybody
People. Delhi Should Know.
#KapilExposesKejriwal",big exposition arvind kejriwal kapil work big thing anybody people delhi know,negative,criticism
tweets_PreetVohraSuri,#KapilExposesKejriwal Yes it's true that no great work has been started successfully in the period when Kejriwal was there,yes true great work start successfully period kejriwal,negative,criticism
tweets_Starboy1848,"We really don't want this type to government who don't know how to take decision.
#KapilExposesKejriwal",really dont want type government dont know take decision,negative,hate
tweets_yashitaa4,"People gonna crazy about this news
Aam Aadmi Party is adopting its treacherous policy in Gujarat by showing the dream of development by fooling the people of Delhi. 
#KapilExposesKejriwal",people gon na crazy news aam aadmi party adopt treacherous policy gujarat show dream development fool people delhi,negative,criticism
tweets_aaj_ki_anu,"Kejriwal government had been exposed now for what they are doing
#KapilExposesKejriwal",kejriwal government expose,negative,criticism
tweets_brucebanner0444,"Thank you Kejriwal for making Delhi education from best to worst. 
#KapilExposesKejriwal",thank kejriwal make delhi education best worst,negative,criticism
tweets_DazzlingAayushi,"Delhi minister Kapil Mishra today accused the Arvind Kejriwal-led Aam Aadmi Party of running a 'donation scam'
#KapilExposesKejriwal",delhi minister kapil mishra today accuse arvind kejriwalled aam aadmi party run donation scam,negative,criticism
tweets_RKF_Kanhaa,"I dont want to say anything on this Kejriwal is a Liar politician.. Citizens should stop believing him ..
.
#KapilExposesKejriwal",dont want say anything kejriwal liar politician citizens stop believing,negative,criticism
tweets_Nimisha456,"They have not done right, they should be ashamed of anything with the people there.#KapilExposesKejriwal",not right ashamed anything people,negative,criticism
tweets_LooserCertified,"These people have come down to do very bad politics, this is a shameful act.  
#KapilExposesKejriwal",people come bad politics shameful act,negative,criticism
tweets_sanatan_hu,"No hospital no flyover has been green flagged in the regime of AAP Government 
#KapilExposesKejriwal",hospital flyover green flag regime aap government,negative,criticism
tweets_Sham__G23,"Kejriwal should learn something from Gujarat where this State is ahead in many sectors than Delhi 
#KapilExposesKejriwal",kejriwal learn something gujarat state ahead many sector delhi,negative,criticism
tweets_Vipinthakur1600,"Gopal Italia, who was the president of the Aam Aadmi Party in Gujarat, had said that those who clap in Satyanarayan Katha are eunuchs, I want to ask them, what are those who stand behind those who question the army and clap? 
#KapilExposesKejriwal",gopal italia president aam aadmi party gujarat say clap satyanarayan katha eunuch want ask stand behind question army clap,negative,criticism
tweets_Papa_jis2r2,"I didn't expected something like that and specially from this man
#KapilExposesKejriwal",didnt expect something like specially man,negative,hate
tweets_00iAkki,"Recently we all know what has been happening in Delhi, people are very angry and their trust is broken.
#KapilExposesKejriwal",recently know happen delhi people angry trust broken,negative,criticism
tweets_heyysakshi,"This is really unexpected . We cannot tolerate this anymore . Now we can see the real face of him . 
#KapilExposesKejriwal",really unexpected not tolerate anymore see real face,negative,criticism
tweets_An__urag,"Instead of peace in  Delhi, riots have happened so far. There is no need for such a leader in Delhi.
#KapilExposesKejriwal",instead peace delhi riot happen far need leader delhi,negative,hate
tweets_saurabhrss811,"A chameleon from Delhi is roaming on the land of the lions of Gir, today I have come to tell the truth about it: Kapil Mishra #KapilExposesKejriwal",chameleon delhi roam land lion gir today come tell truth kapil mishra,negative,criticism
tweets_Harshit_15_05,"Kapil Mishra alleged that the Aam Aadmi Party (AAP) had Rs 45.74 crore in its bank accounts during the financial year 2013-2014. Of this, the Arvind Kejriwal-led AAP declared Rs 9.42 crore to the Election Commission.
#KapilExposesKejriwal",kapil mishra allege aam aadmi party aap r 4574 crore bank account financial year 20132014 arvind kejriwalled aap declare r 942 crore election commission,negative,criticism
tweets_Sparrow9695,"Kejariwal government is not doing 
Government job in delhi only telling lie
#KapilExposesKejriwal",kejariwal government not government job delhi tell lie,negative,criticism
tweets_PrinceRama_,"People of Delhi have faith in Kejriwal, but by doing this they have broken all trust. Now the public also don't trust him blindly?�
#KapilExposesKejriwal",people delhi faith kejriwal broken trust public also dont trust blindly,negative,criticism
tweets_Koohu__,"I don't tolerate this. Kejriwal Govt hasn't done any work for the development of Delhi. 
#KapilExposesKejriwal",dont tolerate kejriwal govt hasnt work development delhi,negative,criticism
tweets_ishusocute,I don't know what these guys to they are always in trouble by creating trouble now they will realise. #KapilExposesKejriwal,dont know guy always trouble create trouble realise,negative,criticism
tweets_Janviji123,"#KapilExposesKejriwal
The Delhi model simply means the settlement of Rohingya",delhi model simply mean settlement rohingya,negative,criticism
tweets_Munna_bhaiya12,"They never do their work well, but they do point fingers at others, which is very wrong, they should not do this at all.

#KapilExposesKejriwal",never work well point finger others wrong not,negative,criticism
tweets_Prince8429D,"There has been a big difference between Delhi and Gujarat regarding everything. The development model of Gujarat is different and the development model of Delhi has changed even today.
#KapilExposesKejriwal",big difference delhi gujarat regard everything development model gujarat different development model delhi change even today,negative,criticism
tweets_Pakhi60041926,"We all are very happy after know this news. Shame on kejriwal
#KapilExposesKejriwal",happy know news shame kejriwal,negative,hate
tweets_dushyant7678,"The government only cares about their self and filling their pockets.
#KapilExposesKejriwal",government care self fill pocket,negative,criticism
tweets_teri_maa_hu,"What's the purpose behind banning to celebrate the Ganesh chaturthi and diwali?
#KapilExposesKejriwal",whats purpose behind ban celebrate ganesh chaturthi diwali,negative,criticism
tweets_nhi_pata_yar,"Arvind Kejriwal gave wrong information to Election Commission about donations to AAP.
#KapilExposesKejriwal",arvind kejriwal give wrong information election commission donation aap,negative,criticism
tweets_naturelover__18,"Kapil Mishra 'exposes' Arvind Kejriwal: All you need to know about the charges against Aam Aadmi Party

#KapilExposesKejriwal",kapil mishra expose arvind kejriwal need know charge aam aadmi party,negative,criticism
tweets_Muskansingh827,"This type behavior is not tolerated need to take strict action against kejrival government....!!
#KapilExposesKejriwal",type behavior not tolerate need take strict action kejrival government,negative,criticism
tweets_ImBawaal,"The reality of Aam Aadmi party has been exposed now. They deserves more hates.
#KapilExposesKejriwal",reality aam aadmi party expose deserves hate,negative,criticism
tweets_sigmaaman,"People of Delhi have not forgotten the Delhi Riots in which  Tahir Ahmed was arrested 
#KapilExposesKejriwal",people delhi not forget delhi riot tahir ahmed arrest,negative,criticism
tweets_Cbse_2020,"We definitely need to see that he is doing such shameless fraud and scams
We all are against AAP now
#KapilExposesKejriwal now",definitely need see shameless fraud scam aap,negative,criticism
tweets_Mahi_Forever_07,"Kejirwal doing very wrong with people... it's totally unacceptable
#KapilExposesKejriwal",kejirwal wrong people totally unacceptable,negative,criticism
tweets_8932av2,"After all, Kapil Mishra told the public that Kejriwal has only false promises and he does not do any work.
#KapilExposesKejriwal",kapil mishra tell public kejriwal false promise not work,negative,criticism
tweets_payalku35703801,"Kejriwal doesn't do a single good job.  For the public's sake, we should oppose it.
#KapilExposesKejriwal",kejriwal doesnt single good job public sake oppose,negative,criticism
tweets_rohithking112,"They are always playing with the future of the children and their parents are very disappointed with it.

#KapilExposesKejriwal",always play future child parent disappoint,negative,criticism
tweets_Theibrahim20,"These people are very lowly and shows a bad thinking and it is not fair at all. 
#KapilExposesKejriwal",people lowly show bad think not fair,negative,criticism
tweets_iconstarfan90,"Promises to distribute money for free the reality is that employees also stop getting salary  Ruther than doing any development for the people Kejriwal always promote corruption in his state 
Kapil exposes kejriwal

#KapilExposesKejriwal",promise distribute money free reality employee also stop get salary ruther development people kejriwal always promote corruption state kapil expose kejriwal,negative,criticism
